  FRAME_1
3.356000	-5.448957	2.704000	-0.403043	0.196000	-0.403043	2.704000	-5.448957
0.106899	1.030399	-1.684649	0.260484	-0.037906	0.699330	-1.817019	1.990338
3.935818	-2.045562	1.647690	-0.151705	0.110074	-0.975392	2.633718	-3.759501
-3.383637	2.321124	-0.595673	-0.079482	-0.153955	0.782168	-1.587520	2.609546
1.661248	-0.952505	0.343544	0.018240	-0.001178	-1.185979	2.294958	-2.493414
-2.114871	1.244606	-0.332878	-0.281353	-0.117243	0.546533	-1.336904	2.024116
0.805605	-0.165542	-0.401228	0.375083	0.108045	-1.013384	1.477880	-1.315242
-0.846935	0.387577	-0.025768	-0.014157	0.060736	0.299057	-0.825090	1.145422
0.180167	0.209414	-0.471933	0.549998	0.170073	-0.615845	0.669112	-0.418183
-0.166760	0.024753	0.028793	0.063850	0.051137	0.172993	-0.327864	0.576131
-0.193993	-0.081526	-0.707296	-0.059461	-0.060265	-0.192153	0.267862	0.017860
-0.063042	0.356019	0.520181	0.218774	0.036982	0.065726	-0.610916	-0.063152
-0.063042	-0.063152	-0.610916	0.065726	0.036982	0.218774	0.520181	0.356019
-0.193993	0.017860	0.267862	-0.192153	-0.060265	-0.059461	-0.707296	-0.081526
-0.166760	0.576131	-0.327864	0.172993	0.051137	0.063850	0.028793	0.024753
0.180167	-0.418183	0.669112	-0.615845	0.170073	0.549998	-0.471933	0.209414
-0.846935	1.145422	-0.825090	0.299057	0.060736	-0.014157	-0.025768	0.387577
0.805605	-1.315242	1.477880	-1.013384	0.108045	0.375083	-0.401228	-0.165542
-2.114871	2.024116	-1.336904	0.546533	-0.117243	-0.281353	-0.332878	1.244606
1.661248	-2.493414	2.294958	-1.185979	-0.001178	0.018240	0.343544	-0.952505
-3.383637	2.609546	-1.587520	0.782168	-0.153955	-0.079482	-0.595673	2.321124
3.935818	-3.759501	2.633718	-0.975392	0.110074	-0.151705	1.647690	-2.045562
0.106899	1.990338	-1.817019	0.699330	-0.037906	0.260484	-1.684649	1.030399

  FRAME_2
3.219000	-5.324581	2.616000	-0.373419	0.201000	-0.373419	2.616000	-5.324581
0.245446	0.914436	-1.614879	0.244644	-0.036992	0.654649	-1.720557	1.861128
3.808248	-1.945379	1.595204	-0.146931	0.107025	-0.924655	2.536300	-3.634673
