  FRAME_1
0.000000	-2.046765	2.274000	-1.010765	0.000000	1.010765	-2.274000	2.046765
-0.552983	1.786364	-1.673390	1.046380	0.027931	-0.934209	1.245218	-1.784922
2.739111	-3.204632	2.228272	-1.362494	-0.008650	1.145291	-0.958496	0.278388
-0.806885	1.341725	-1.507282	0.954553	0.017628	-0.713964	0.779306	-0.012885
1.646200	-2.366850	2.172697	-1.149826	-0.099719	0.602366	-0.304279	-0.631177
-1.471735	1.626874	-1.172377	0.428763	0.010961	-0.417885	0.166347	0.505571
1.268565	-1.530259	1.334411	-0.782403	-0.047961	0.214799	0.222404	-0.904591
-1.133396	1.176620	-0.719501	0.134729	0.218289	-0.131367	-0.042398	0.607980
0.775114	-0.679105	0.527087	-0.176842	0.138558	0.037884	0.401862	-0.605679
-0.384368	0.673352	-0.207227	0.163675	0.337421	-0.108235	0.013596	0.442796
0.335505	-0.147874	-0.104695	-0.153877	-0.156037	-0.406240	0.042222	-0.287704
-0.893998	-0.450938	-0.442888	0.181345	0.270416	-0.071923	-0.190675	-0.485985
0.893998	0.485985	0.190675	0.071923	-0.270416	-0.181345	0.442888	0.450938
-0.335505	0.287704	-0.042222	0.406240	0.156037	0.153877	0.104695	0.147874
0.384368	-0.442796	-0.013596	0.108235	-0.337421	-0.163675	0.207227	-0.673352
-0.775114	0.605679	-0.401862	-0.037884	-0.138558	0.176842	-0.527087	0.679105
1.133396	-0.607980	0.042398	0.131367	-0.218289	-0.134729	0.719501	-1.176620
-1.268565	0.904591	-0.222404	-0.214799	0.047961	0.782403	-1.334411	1.530259
1.471735	-0.505571	-0.166347	0.417885	-0.010961	-0.428763	1.172377	-1.626874
-1.646200	0.631177	0.304279	-0.602366	0.099719	1.149826	-2.172697	2.366850
0.806885	0.012885	-0.779306	0.713964	-0.017628	-0.954553	1.507282	-1.341725
-2.739111	-0.278388	0.958496	-1.145291	0.008650	1.362494	-2.228272	3.204632
0.552983	1.784922	-1.245218	0.934209	-0.027931	-1.046380	1.673390	-1.786364

  FRAME_2
0.000000	-1.993418	2.187000	-0.935418	0.000000	0.935418	-2.187000	1.993418
-0.533476	1.720212	-1.577146	0.967822	0.026526	-0.865235	1.175273	-1.753586
2.699145	-3.123908	2.128848	-1.289686	-0.008540	1.092476	-0.908811	0.267266
-0.754800	1.252577	-1.411187	0.893717	0.016011	-0.674067	0.743291	-0.013347
1.582852	-2.277771	2.082209	-1.091990	-0.102156	0.570191	-0.280276	-0.613646
-1.403498	1.538121	-1.089231	0.381027	0.013288	-0.398113	0.159731	0.475194
1.203534	-1.450070	1.268371	-0.754084	-0.043074	0.203708	0.214766	-0.868185
-1.072443	1.113383	-0.679027	0.121800	0.213349	-0.125666	-0.030220	0.569779
0.734633	-0.640744	0.513760	-0.181134	0.146171	0.035774	0.393732	-0.583315
-0.369053	0.666045	-0.221245	0.179414	0.329713	-0.104507	0.009073	0.441571
0.333952	-0.163442	-0.071244	-0.171821	-0.154083	-0.413303	0.061902	-0.300661
-0.906161	-0.423995	-0.479532	0.200866	0.263323	-0.057461	-0.220888	-0.460799
0.906161	0.460799	0.220888	0.057461	-0.263323	-0.200866	0.479532	0.423995
-0.333952	0.300661	-0.061902	0.413303	0.154083	0.171821	0.071244	0.163442
0.369053	-0.441571	-0.009073	0.104507	-0.329713	-0.179414	0.221245	-0.666045
