69.000000	 0.021251	 1.101214	
54.000000	 2.546002	 1.101214	
140.000000	 5.067562	 1.101214	
139.000000	 7.581936	 1.101214	
138.000000	 10.098375	 1.101214	
141.000000	 12.623563	 1.101214	
68.000000	 15.145750	 1.101214	
47.000000	 17.669751	 1.101214	
90.000000	 -1.215712	 1.797813	
66.000000	 1.299573	 1.797813	
52.000000	 3.818285	 1.797813	
135.000000	 6.331788	 1.797813	
136.000000	 8.832285	 1.797813	
137.000000	 11.360430	 1.797813	
89.000000	 13.875428	 1.797813	
65.000000	 16.392788	 1.797813	
48.000000	 18.905140	 1.797813	
87.000000	 -1.215712	 3.271500	
63.000000	 1.299573	 3.271500	
51.000000	 3.818285	 3.271500	
129.000000	 6.331788	 3.271500	
67.000000	 8.832285	 3.271500	
53.000000	 11.360430	 3.271500	
86.000000	 13.875428	 3.271500	
62.000000	 16.392788	 3.271500	
42.000000	 18.905140	 3.271500	
110.000000	 -2.463248	 3.998167	
84.000000	 0.021251	 3.998167	
60.000000	 2.546002	 3.998167	
50.000000	 5.067562	 3.998167	
88.000000	 7.581936	 3.998167	
64.000000	 10.098375	 3.998167	
109.000000	 12.623563	 3.998167	
83.000000	 15.145750	 3.998167	
36.000000	 17.669751	 3.998167	
43.000000	 20.154752	 3.998167	
107.000000	 -2.463248	 5.454833	
81.000000	 0.021251	 5.454833	
58.000000	 2.546002	 5.454833	
49.000000	 5.067562	 5.454833	
85.000000	 7.581936	 5.454833	
61.000000	 10.098375	 5.454833	
106.000000	 12.623563	 5.454833	
80.000000	 15.145750	 5.454833	
37.000000	 17.669751	 5.454833	
44.000000	 20.154752	 5.454833	
123.000000	 -3.720000	 6.199600	
104.000000	 -1.215712	 6.199600	
79.000000	 1.299573	 6.199600	
56.000000	 3.818285	 6.199600	
108.000000	 6.331788	 6.199600	
142.000000	 8.832285	 6.199600	
59.000000	 11.360430	 6.199600	
103.000000	 13.875428	 6.199600	
78.000000	 16.392788	 6.199600	
38.000000	 18.905140	 6.199600	
45.000000	 21.410000	 6.199600	
121.000000	 -3.720000	 7.631498	
101.000000	 -1.215712	 7.631498	
76.000000	 1.299573	 7.631498	
55.000000	 3.818285	 7.631498	
105.000000	 6.331788	 7.631498	
82.000000	 8.832285	 7.631498	
57.000000	 11.360430	 7.631498	
100.000000	 13.875428	 7.631498	
75.000000	 16.392788	 7.631498	
39.000000	 18.905140	 7.631498	
46.000000	 21.410000	 7.631498	
119.000000	 -2.463248	 8.371610	
98.000000	 0.021251	 8.371610	
73.000000	 2.546002	 8.371610	
122.000000	 5.067562	 8.371610	
102.000000	 7.581936	 8.371610	
77.000000	 10.098375	 8.371610	
118.000000	 12.623563	 8.371610	
97.000000	 15.145750	 8.371610	
32.000000	 17.669751	 8.371610	
40.000000	 20.154752	 8.371610	
116.000000	 -2.463248	 9.825833	
95.000000	 0.021251	 9.825833	
71.000000	 2.546002	 9.825833	
120.000000	 5.067562	 9.825833	
99.000000	 7.581936	 9.825833	
74.000000	 10.098375	 9.825833	
115.000000	 12.623563	 9.825833	
94.000000	 15.145750	 9.825833	
33.000000	 17.669751	 9.825833	
41.000000	 20.154752	 9.825833	
113.000000	 -1.215712	 10.553313	
92.000000	 1.299573	 10.553313	
126.000000	 3.818285	 10.553313	
117.000000	 6.331788	 10.553313	
96.000000	 8.832285	 10.553313	
72.000000	 11.360430	 10.553313	
112.000000	 13.875428	 10.553313	
29.000000	 16.392788	 10.553313	
34.000000	 18.905140	 10.553313	
133.000000	 -1.215712	 12.029000	
128.000000	 1.299573	 12.029000	
125.000000	 3.818285	 12.029000	
114.000000	 6.331788	 12.029000	
93.000000	 8.832285	 12.029000	
70.000000	 11.360430	 12.029000	
132.000000	 13.875428	 12.029000	
30.000000	 16.392788	 12.029000	
35.000000	 18.905140	 12.029000	
131.000000	 0.021251	 12.724214	
127.000000	 2.546002	 12.724214	
124.000000	 5.067562	 12.724214	
111.000000	 7.581936	 12.724214	
91.000000	 10.098375	 12.724214	
134.000000	 12.623563	 12.724214	
130.000000	 15.145750	 12.724214	
31.000000	 17.669751	 12.724214	
